uu_id,total_claims
001cd9ae23064d7f0fd3cd327c873d8d,21.85677962
0024b3c6293e38b01016693d728f424d,48.23283694
005be9532fd717dc36d4be318fd9ad25,44.72829487
0068776d88cb6d1ab5c7059fbd3dd3cb,33.78906454
007c1caccff1fbb3a0b8a10790f77141,33.14531017
009683350b175edfc6414d664e4ba873,33.16127628
00c6ba641c56593217a7acc8593daee0,24.40313525
00d85dff1c1f21f01f4f5f0bd683d32b,39.97518301
00dc004f0a3a7c6764e7fed03f053eb8,28.33646033
00eefd4f45685ac82f7df022c30b3810,39.47222222
00f962ce727b8dbbf20925abd5a253dd,98.20387535
00fc01ec49bb1186bfb96ffcbf1f7e3c,27.22686633
0100e92f17681ea878ed25a0df8b8803,23.90147042
0201c8c33bdc9b56065758596657b447,25.02059214
0266d733b0836fe9368cde5384d1c8f5,33.17036789
0298fa0a2a838b89be0c976b666fd72f,39.69570975
02a7b845ab6b3fc2c09a50cdc486db2a,33.65893546
02ba3465571fdc8655f5a18749789364,42.06824683
02e8615a8b78b001fc70e64a82d9a561,35.69569249
0392ee82d61e6b95e117d22d8f732b12,26.37090298
03ba3a9a63be1a5423457246f2846292,49.56679352
03c19bded040e676a80db87e3c8431f5,31.80290909
0404bbfa7c2296c20b45b66b9f7c4542,29.95202158
0469c05cfdbc525fcb65d513cedce823,23.863411
046d1432242d80926b21851a08f114ab,29.73989737
04771ff1eb844f33d1e5d350c74cba29,33.223571
04dbcf1a56f792d3bc34957107efcb06,45.61807178
050a624d618a68e43fe31189909c644f,56.65399179
05298117cbe0fd69f04f89c83aaac091,41.79043477
053a5e625398fdb6fc8c3b122c9d06cc,30.14285714
05f47cc80d60a67d61e891e2b90c2045,42.03216054
066fa7cc5a96dcdeca8485c68e2993b8,30.96146686
06852ef4c444483df5ab39ad2c1d4b23,31.17429187
06c78e49b4daedfeb808c42e58fb25e4,35.40281527
06e492b4f29d153af26c659d1f7da2a1,38.89776278
06fa2c54852c5c313a0b05e00a4665f8,29.04896171
07306ce64b3496b7955efaaf7509d73c,28.44198131
074f501122885ab9aef5e9d07004209d,36.58259134
080de2fe2b054d029145986746fd5aaa,34.20043138
0847a74de673f1f116d9fac5a51dfcc9,31.98570634
08523c359b46eb00d18d69f8f5db944d,30.16673708
0866bbc00c3f4a49396a57243757312b,30.15365966
08811e6c0774a1a827836f59255ccd91,49.88046196
0887c18da47a35b41ef9b2c0d17d6fa5,30.16980778
