uu_id,total_claims
001cd9ae23064d7f0fd3cd327c873d8d,16.44720357
005be9532fd717dc36d4be318fd9ad25,51.99963989
0068776d88cb6d1ab5c7059fbd3dd3cb,51.71882981
007c1caccff1fbb3a0b8a10790f77141,24.52397426
009683350b175edfc6414d664e4ba873,26.2384065
00d85dff1c1f21f01f4f5f0bd683d32b,26.21796399
00f962ce727b8dbbf20925abd5a253dd,56.73484409
02a7b845ab6b3fc2c09a50cdc486db2a,23.00238623
0392ee82d61e6b95e117d22d8f732b12,19.38187887
03ba3a9a63be1a5423457246f2846292,36.20954186
0469c05cfdbc525fcb65d513cedce823,20.77519535
04dbcf1a56f792d3bc34957107efcb06,30.30836384
050a624d618a68e43fe31189909c644f,33.95315103
05f47cc80d60a67d61e891e2b90c2045,20.80640918
06c78e49b4daedfeb808c42e58fb25e4,24.26477852
06e492b4f29d153af26c659d1f7da2a1,28.5351981
0847a74de673f1f116d9fac5a51dfcc9,21.594777
08523c359b46eb00d18d69f8f5db944d,22.17181119
0887c18da47a35b41ef9b2c0d17d6fa5,21.50897694
09fbf26479f644ad33186ec51a90d65d,27.98665997
0abaea6bbc30d7cf8dbacc64727e7091,26.80137106
0ad94f09274e2c9cb0ef5cb77eb334b4,71.50801698
0bdc0df962a3c10541c2aa5220ded58b,28.77028571
0c04721c4e15e0f5253b3ac5f426fff8,18.44991849
0cbf89f134ab3e15d1f2869b77b8066b,30.96918965
0d165590afad07ce71727d690f4aad80,31.36858361
0eadc4f22396980ecc2e7878ffbaf14a,22.91205134
0ee0567dcd7da224656cf4f92fb2647b,38.32136806
0f3d45341a5b113b813ffb7be7f58bab,34.81259348
10bd992d086c48a05cb0f1e3df1e20f1,38.28859497
11a50500827cd49f0ae130201184724f,20.61085076
124fe6d04692c372ffc4f84fc99f480d,33.09096029
1253e0271ddff4dfc6fcd05a85f26b24,34.0846845
12e492b98930c03c637e7b94eb7c7674,21.48948949
12fbd01c7d92945acd93e0d44a8bed88,21.98281178
13b7d682e844ec03d93ed9b77e08e022,18.49433115
1400fd6122c6fe7582a30ee1280beb4b,26.67649176
142aacf840a655687cc387024c43dada,28.19632168
147837d751cb44500754e9620204f8d6,49.12469508
14ceb8012cb1b912044297c8933cfcfc,32.77069908
152a373901a20ade58dc56c1f6ef9b96,27.92568619
16b7c822c473ad7ae97c31f156448fd1,25.74208497
16b9d35c6d253c30527eb2de8d2d1bb9,24.05924705
176498e260535f30832c0eae2ad929e5,54.75557965
177b46d6deb8b820d2a395a7764eff57,21.056
17e2c176e057a74638e104d77210be64,25.83192001
17f8641c080bd91fd39d6767f211beb1,27.4128171
184e8a1febbf737c9865b40ac43d92ee,17.94740053
18792af8852f8d0c77371eb582a87ef9,35.48000388
1901b891f05515a8c22c05ef58baba38,24.2155672
196c37e49c98e0b8cdd142c001431a7a,26.9317876
1988578e35b2d1211f45cee910250ca6,36.11987234
19c0ba2728a6971ff9c1301f3bf17f59,27.15814827
19d5343e0e67d75fc019b20f818852ed,23.36562101
1a37add233259107b266614f22bffd9b,22.63441176
1b3e0336414b8d9c2c36655e5a9905a0,18.63545355
1b7425c1ee8dc2465ef939286316744c,33.49195248
1b9442255df739009fd07412cd1ae6a1,19.61860844
1ba8e8f6caf333a10ab33d1add51b960,23.45431103
1baabe619d226c9e7f1ef756fb41432b,22.25428825
1bd2241076381b8c9e85d660512a013e,28.54100892
1cfa398bb519d8557e0da4dd6642fc17,28.37545389
1deebda501712e7595b531b8337bc31a,22.4872344
1e86730cef0c1021f0048c175fc96184,33.15122599
1ec881fbb0021331b2b29c95049284fb,47.50004581
1f24014b092a7ba6a1faaac5edaac47b,25.89585273
1f2c51c2f51db06d51efc12988242fbb,21.29539002
1f47c2b2c18907da7731b5c8405fbc1d,47.12770243
1f53903c302f96fd0e8a36d02364bbca,30.09672511
1f74f4cecfe9b89fd0350fc0995e8362,17.17933769
1fc50fb37c0734d85581fe5e605fe7c5,37.4989158
1fe978b588e12780393047c4294e4c8a,24.22384553
1ff6c35729b7030198ba6914e7d505b5,26.19512781
20634c5966e5cf86f710bc5aac5b6e7a,19.47560259
2094eb904cf826728093f0e2713d2e30,21.59207475
20f6fd3e9f0d1f997481861655cad7e4,35.30760773
21957d5517323845818d87623589e1ba,37.71118885
221c00f760916b30c2df9eff2bc6dc25,22.56669475
22a0cb1b29990daedcefad5a4ddcd237,13.88056723
241f741bee0eb0ce595304d106811776,22.69164302
2420ca4ef50459c0bcc8fdeb8ee35a68,25.73614092
2456c31231ec5a6931f78f305668d39a,22.22222591
248b6a72aba270fd9794b41f53813d5e,14.60898577
24c8b349877e075f8d1b3b4e73dd4a53,20.01821549
24f871b664684c15caad90bc237ff40d,21.65074998
258c76c5552e3c876c3e24e9658c0205,30.89619155
25a57fe39e03c632125308737a7d3769,37.96989714
25f9cfb8488ebf12f28e2bf44754984d,30.2041159
26c71b31d464bc7bedc8aed7e5c6e641,33.48318725
2729ca32d58ef6362df8a8bd80a53e28,23.07751348
2788f24947b2fc8fcc0ded4a4403d9ff,19.20636937
27a707c98b1a2316dd00df2309a628c4,34.34969306
2835004b63bf80d6929a55a6d14842e1,30.59642211
2a0f380e277560b810399f7c6a01e76e,36.69460872
2a63ff5339efc0d6ac8023f6d06746e2,19.41848611
2a7f196a773a4dce36a9f57828d1104f,44.81663256
2abcc76cb090a71fa709f96a2d52e936,19.20267121
2abe33dadcdb70181a2f693df31247a7,45.360993
2af35a38ee1416c5532a5e35425ecbb8,24.30575528
2b4f94600254e0f271c110161e841358,32.00429609
2bc53682112e6ad2e7b79bff44df6e18,19.45215887
2bd942869ac8970b45c7e8e50156b5ba,19.19084309
2d19305e3ee06c83f1247ddda5c70d57,30.01261041
2db2c67aed99c51c9d00d01f14030608,32.56534221
2dbbf11cd1a2d02e780fd473846ed08c,18.32118881
2ddb832dc6e28aba32224f559c5f0b63,20.72341679
2dedb86602589ad3cf8a09380ce032d1,26.78175686
3098ba7b30da9acf99e1d491a22e01e5,28.57956613
3193b3205553224c47be06622d7b044d,25.03204702
3224483a60925de51923d51b10a00141,23.19068468
32686c399e21429791a419c0146217c9,41.86650582
32ce6ba7f7da17932e0e3c53f69f366b,22.29663901
32d951334731473e067149648900ad75,18.52008372
33c0d91958247ccbf4381985fdad8567,44.21568627
33c4302fb88e93ea520a346fe2853209,54.97678893
33d3ab109aff23dd52f83e4f2e34a9ab,18.42807548
33eee76748953453ca6ea4ba51515157,24.87972163
33f8f477e670b3cac704f4c0faa6e318,23.60249554
348c852abba65f89cd8af9395d6069d8,26.17694626
34ace0fda1bd8217d5cd6928f682a2c7,17.59621608
34bfaf69f2c4a13f22aa9ff45f68dbd8,22.73059173
34e549c7d12fec4d1f73e0ea56a4129d,22.17605332
34e6adeedc3b344eb183a0b5e8b4b774,52.046697
354a2f45d639bf607163edf066e46bcc,23.22380729
356a1a7895c28bafa7cc992c80acabc6,21.63061427
358cb073759d71d8abe8d6eaf7a3ead5,40.82181997
35ada71743cfb77aca10c389e36caa28,30.96272606
36a311f8601d24a717e8ce4a02f68813,25.59432265
370a5fb730297d91eb3443d50582515e,27.87155448
37318ab9d6f384d6f79d1aa5c729dc1f,23.28675199
37495d17e82f7df326bfc2c4c090f7b7,35.52835245
3952d1e916f8cad4225e4b9e29f62a06,20.14460708
395702b93c95499f70d36073ba97df97,21.4085173
3a40f9f36533037a0dc9f426b87bf8d5,41.42198332
3a6f00be69a3da3b1cacfd1019865c0c,22.99006875
3aa0a81e436042726e3913394182a6eb,22.83538694
3ac19461ea7efd6c892f9aba99ca55cd,24.97561663
3b64b154b842527478b03e19c11e300b,27.68642351
3c887b182d660a9a6b874c5f9b4f3f61,50.83287453
3caa6b0700ceb258410e2beaf34ba857,23.45736053
3d5c4d633d7c5171d91cc9a073eceb3a,26.92145098
3eaeeb015822cc1c6b77c914fae0d087,26.74773234
3f20a7038f07e774663e01dea8a04cd0,21.49895045
3f395ceb6ff535acde2109903b9cc390,21.91747969
3f6671ba12c4618a7a27737ff7957453,41.52670723
3f9d90e01b9aee64441ac682f8e4d035,25.2406967
3fafd824892198e078c4dfcd6a26d7cf,49.9518407
4084f9199d73deb5cf6dd200a5db1c80,38.39046514
4258714000b9209afeb28e3032d8873d,31.22738658
42606376eba36d3065753ab0013f4c14,25.78853434
42dec75b5a3b02de7908789cc6649e6d,44.11791833
4338a76c28b57d89da8a28cf06adcf73,20.3027496
4368ac6502dd50bc209781d0d0f660f4,21.81513913
437523120b5bcbb4f6f5502c8216f2d0,16.70137525
441519fbb02b948549a2593f0c6a8211,44.24939682
442a1b8f964352b0845991efdfe0a83a,20.18757327
44585653fcc97ff048845c7718889631,22.46883522
445ccda085809824099ff41f0ed427e5,47.12564518
44610534f2a03a72609764f95834c7f8,21.90203327
447d5984bb8a8179bff002ccd1bba162,26.71938626
44b536bc331508ead5793ba2a6010098,21.96162189
451262a076827ead70bf9e87ef6d4840,33.7048224
45aa5b9805730ad334e638b9bd0ca8c1,25.17418568
45c8cf419dd4c4b442dbf3603ba94379,30.23727995
461637d0edf7d72b7ca711e7b019553e,33.74034544
461f4a6d476cf7257e9b4ab8b9371885,28.02194062
46b2882ec4c373527ec33f7bd4f1388d,43.89948148
46c4f6c75e663b1ca82ea7994e6d83d3,36.23858833
46c92d587470f0bc73b7474ac0fd41ca,27.33424887
46e96d9a3529a65f56d9e6a8dd33fc87,24.04139322
471301a66d4c4feb1f474cf934be8999,26.23978903
4765514a954c2fc3eb7c1993662e60e9,20.55407939
481b365a771dc6d05bcfa5e38cf33731,25.98725212
4869240f378dd59f04a0a083c0fe6c03,40.20717169
48752f9ac7c72819e56bcccceefee7a6,32.91365993
489a93264d03adecc4589fd9cd34ad36,18.2153863
