uu_id,total_claims
001cd9ae23064d7f0fd3cd327c873d8d,17.04122658
005be9532fd717dc36d4be318fd9ad25,53.27256153
007c1caccff1fbb3a0b8a10790f77141,27.16621961
00d85dff1c1f21f01f4f5f0bd683d32b,27.30097804
00f962ce727b8dbbf20925abd5a253dd,55.23192222
02a7b845ab6b3fc2c09a50cdc486db2a,23.34547366
03ba3a9a63be1a5423457246f2846292,40.21779714
04dbcf1a56f792d3bc34957107efcb06,30.91199112
050a624d618a68e43fe31189909c644f,36.1749651
05298117cbe0fd69f04f89c83aaac091,28.91335845
05f47cc80d60a67d61e891e2b90c2045,20.56157859
06c78e49b4daedfeb808c42e58fb25e4,25.74025651
06e492b4f29d153af26c659d1f7da2a1,29.04952821
074f501122885ab9aef5e9d07004209d,25.16569201
08523c359b46eb00d18d69f8f5db944d,22.52309511
0887c18da47a35b41ef9b2c0d17d6fa5,22.40725256
09fbf26479f644ad33186ec51a90d65d,25.55640615
0a3926557919fdf16846e4b2830170f8,13.8603652
0ad94f09274e2c9cb0ef5cb77eb334b4,72.79319425
0b429683ea2258a1a9806f0d108224ad,44.24810756
0cbf89f134ab3e15d1f2869b77b8066b,31.07769424
0d165590afad07ce71727d690f4aad80,31.70660013
0eadc4f22396980ecc2e7878ffbaf14a,22.53722273
0ec62f637d74da7c87e17df0472adc9c,20.41030738
0ece8ff2cac6d3bab031c3f003d3ac87,29.86564299
0f3d45341a5b113b813ffb7be7f58bab,43.15308044
0fe79ae9a9bcc1d6602eba96ce51d541,15.68762068
10056fc2686a53bbba97c29803af398d,36.14527845
107e172e254622c78fe9fc8488a89750,24.45276737
10f34862aa77995d009553a1de67db4f,23.47395286
1139c63492f5daa4bb191a0cf2e7b37f,35.18166428
11a50500827cd49f0ae130201184724f,20.66533978
124fe6d04692c372ffc4f84fc99f480d,34.07864623
12fbd01c7d92945acd93e0d44a8bed88,22.41313357
13b7d682e844ec03d93ed9b77e08e022,16.9664298
1400fd6122c6fe7582a30ee1280beb4b,27.02683959
142aacf840a655687cc387024c43dada,28.44722203
14ceb8012cb1b912044297c8933cfcfc,32.24495308
152a373901a20ade58dc56c1f6ef9b96,29.45240101
15faac39655ad46b3f17c110ae57392f,24.93244246
16b7c822c473ad7ae97c31f156448fd1,26.17780662
16b9d35c6d253c30527eb2de8d2d1bb9,24.57926265
179a3fb4630992ff1f9112970d61f00f,22.72956186
17eb58bb239f3bad95a6cac384c3db8f,22.33230725
17f2d9fde2dfd7358e23244ff0d4658a,25.51663887
184e8a1febbf737c9865b40ac43d92ee,18.20276672
18792af8852f8d0c77371eb582a87ef9,36.11588987
1901b891f05515a8c22c05ef58baba38,24.65525938
1949741b1841cb49240a023c48a38f0c,21.93371249
196c37e49c98e0b8cdd142c001431a7a,27.2584784
1988578e35b2d1211f45cee910250ca6,37.52132603
19c0ba2728a6971ff9c1301f3bf17f59,27.30798729
1b3e0336414b8d9c2c36655e5a9905a0,21.88560158
1b7425c1ee8dc2465ef939286316744c,32.64330565
1b9442255df739009fd07412cd1ae6a1,19.78102958
1ba8e8f6caf333a10ab33d1add51b960,24.05931266
1baabe619d226c9e7f1ef756fb41432b,22.76082453
1bd2241076381b8c9e85d660512a013e,33.14444961
1deebda501712e7595b531b8337bc31a,22.54371544
1e86730cef0c1021f0048c175fc96184,33.46980623
1ec881fbb0021331b2b29c95049284fb,48.18310715
1f2c51c2f51db06d51efc12988242fbb,25.4768154
1f53903c302f96fd0e8a36d02364bbca,30.71464461
1f74f4cecfe9b89fd0350fc0995e8362,16.51580623
1fc50fb37c0734d85581fe5e605fe7c5,38.36067787
