uu_id,total_claims
001cd9ae23064d7f0fd3cd327c873d8d,22.74889308
0024b3c6293e38b01016693d728f424d,50.20152417
005be9532fd717dc36d4be318fd9ad25,46.55393956
0068776d88cb6d1ab5c7059fbd3dd3cb,35.16821003
007c1caccff1fbb3a0b8a10790f77141,34.49817998
009683350b175edfc6414d664e4ba873,34.51479776
00c6ba641c56593217a7acc8593daee0,25.39918159
00d85dff1c1f21f01f4f5f0bd683d32b,41.60682313
00dc004f0a3a7c6764e7fed03f053eb8,29.49305054
00eefd4f45685ac82f7df022c30b3810,41.08333333
00f962ce727b8dbbf20925abd5a253dd,102.21219679
00fc01ec49bb1186bfb96ffcbf1f7e3c,28.338167
0100e92f17681ea878ed25a0df8b8803,24.87704064
0201c8c33bdc9b56065758596657b447,26.0418408
0266d733b0836fe9368cde5384d1c8f5,34.52426045
0298fa0a2a838b89be0c976b666fd72f,41.3159428
02a7b845ab6b3fc2c09a50cdc486db2a,35.03276956
02ba3465571fdc8655f5a18749789364,43.78531812
02e8615a8b78b001fc70e64a82d9a561,37.15265953
0392ee82d61e6b95e117d22d8f732b12,27.44726636
03ba3a9a63be1a5423457246f2846292,51.58992795
03c19bded040e676a80db87e3c8431f5,33.10098701
0404bbfa7c2296c20b45b66b9f7c4542,31.17455307
0469c05cfdbc525fcb65d513cedce823,24.83742777
046d1432242d80926b21851a08f114ab,30.95377073
04771ff1eb844f33d1e5d350c74cba29,34.57963512
04dbcf1a56f792d3bc34957107efcb06,47.48003389
050a624d618a68e43fe31189909c644f,58.96639962
05298117cbe0fd69f04f89c83aaac091,43.4961668
053a5e625398fdb6fc8c3b122c9d06cc,31.37317784
05f47cc80d60a67d61e891e2b90c2045,43.74775893
066fa7cc5a96dcdeca8485c68e2993b8,32.2252002
06852ef4c444483df5ab39ad2c1d4b23,32.44671194
06c78e49b4daedfeb808c42e58fb25e4,36.84782813
06e492b4f29d153af26c659d1f7da2a1,40.48542657
06fa2c54852c5c313a0b05e00a4665f8,30.23463362
07306ce64b3496b7955efaaf7509d73c,29.6028785
074f501122885ab9aef5e9d07004209d,38.07575834
080de2fe2b054d029145986746fd5aaa,35.59636735
0847a74de673f1f116d9fac5a51dfcc9,33.29124537
08523c359b46eb00d18d69f8f5db944d,31.39803247
0866bbc00c3f4a49396a57243757312b,31.38442128
08811e6c0774a1a827836f59255ccd91,51.91639918
0887c18da47a35b41ef9b2c0d17d6fa5,31.4012285
0914396269fee24a5388e8c7c8da92c7,36.18185855
0978b755a3b8ad730eae70eb1758d76c,46.96098905
098eceb00b7a61bc57cf7cde52bea142,50.42696629
0990ff338e0500e26f876d72272df13a,30.86076026
09fbf26479f644ad33186ec51a90d65d,61.85453554
0a3926557919fdf16846e4b2830170f8,34.00749848
0abaea6bbc30d7cf8dbacc64727e7091,32.67818508
0ad94f09274e2c9cb0ef5cb77eb334b4,111.09082843
0aed17ab54d56c6651d331418e8db6be,34.39270517
0b429683ea2258a1a9806f0d108224ad,37.90455342
0bc2c89aa74693b89f733bd5dfc7c825,38.31379099
0bdc0df962a3c10541c2aa5220ded58b,49.00792249
0be2281f5500aeeb90ffee54eb7fc756,33.69642857
0bedbce1595728a90d91a50478d6e140,31.34095029
0c04721c4e15e0f5253b3ac5f426fff8,38.44564615
0cbf89f134ab3e15d1f2869b77b8066b,44.15467404
0d0076585764a5c4319f94e72a401c6b,27.46871469
0d03a3d1f2af042470cbd9aa3fe0472b,22.08452536
0d165590afad07ce71727d690f4aad80,54.01329576
0d37cc53abcbfb5882e0f6bbe18520ef,35.37726939
0d59c86848fbfcc1405a88f85553a18c,41.58688008
0d7baf6d13624a643a5fb716ac63c64f,47.27977244
0dc217a2798a141c59b99f5bcff29fa9,35.42735629
0ddc000d84becc16ed69c0d42a281408,36.76256561
0e485fc6baf9acdc8e82cf4ca76e1833,29.99401774
0e6523fb3fc17f6a2ac7050972bd4bfd,32.62191129
0e68981a880b870931b2bacc24639dbf,31.61232673
0eadc4f22396980ecc2e7878ffbaf14a,32.79295262
0ec62f637d74da7c87e17df0472adc9c,33.59819639
0ece8ff2cac6d3bab031c3f003d3ac87,28.60104067
0ee0567dcd7da224656cf4f92fb2647b,38.80357414
0f3d45341a5b113b813ffb7be7f58bab,37.47681597
0f5ec80262ef9381894a9b6774426bac,23.46855632
0fe79ae9a9bcc1d6602eba96ce51d541,30.58710493
10056fc2686a53bbba97c29803af398d,28.92805489
10766098ec3dde90008fa6f32bbd79aa,41.22433904
107e172e254622c78fe9fc8488a89750,28.16156906
107f7f9f87a0968edf35ab9fd6ef8b94,40.3032156
10bd992d086c48a05cb0f1e3df1e20f1,50.64745218
10f34862aa77995d009553a1de67db4f,32.53149231
1123ea7a129feed2260cc48c26680f93,44.56964073
1139c63492f5daa4bb191a0cf2e7b37f,39.82200677
114802780aa1347bf2305f86e92a5526,20.69197432
11a50500827cd49f0ae130201184724f,34.77012303
11a6c195367cbe8d597a360604ef07b9,34.94741826
11c6b515b4d7bae629a2846ef29578dd,43.20783805
124fe6d04692c372ffc4f84fc99f480d,53.60818253
1253e0271ddff4dfc6fcd05a85f26b24,53.81050526
12854fba5f1461fff57f94a87f76b196,34.77774628
12e492b98930c03c637e7b94eb7c7674,28.13527338
12fbd01c7d92945acd93e0d44a8bed88,46.57831765
